director_name,actor_1_name,gross
Mark Waters,Monica Potter,10397365.0
Christian Alvart,Norman Reedus,10326062.0
Rod Lurie,Alexander Skarsgård,10324441.0
Michael Martin,Joe Estevez,10305534.0
Ridley Scott,Jeff Bridges,10300000.0
Troy Duffy,Norman Reedus,10269307.0
Dominic Sena,Tom Skerritt,10268846.0
Edward Burns,Shari Albert,10246600.0
Bill Condon,Liam Neeson,10214647.0
Ken Scott,Tom Wilkinson,10214013.0
David Mamet,Ben Gazzara,10200000.0
Wallace Wolodarsky,Heather Matarazzo,10198766.0
Alex Kendrick,Alex Kendrick,10174663.0
John Dahl,James Franco,10166502.0
Kenneth Branagh,Brian Blessed,10161099.0
Louis Morneau,Leon,10149779.0
Darren Aronofsky,Hugh Jackman,10139254.0
Robert Zemeckis,Joseph Gordon-Levitt,10137502.0
Tony Scott,Ian Ziering,10137232.0
Mike Disa,Amy Poehler,10134754.0
Jonathan Kaplan,John Doe,10114315.0
Joe Nussbaum,Cameron Monaghan,10106233.0
DJ Pooh,Angell Conwell,10097096.0
Hark Tsui,Paul Sorvino,10076136.0
Richard Benjamin,Brendan Fraser,10070000.0
Hayao Miyazaki,Bunta Sugawara,10049886.0
Jeff Wadlow,Julian Morris,10042266.0
Takao Okawara,Hiroshi Abe,10037390.0
Benny Boom,Omari Hardwick,10017041.0
Nora Ephron,Michael Rapaport,10014234.0
Bob Saget,Don Rickles,9975684.0
Terry Gilliam,Robert De Niro,9929000.0
DJ Pooh,Mo'Nique,9821335.0
Peter Berg,Jon Favreau,9801782.0
William Friedkin,Michael Biehn,9795017.0
Woody Allen,Natasha Lyonne,9714482.0
Gavin Hood,J.K. Simmons,9664316.0
Danny DeVito,Justin Theroux,9652000.0
Douglas McGrath,Olivia Munn,9639242.0
Mamoru Hosoda,Lara Jill Miller,9628751.0
Sergio Leone,Clint Eastwood,9600000.0
Elia Kazan,Marlon Brando,9600000.0
Gary Fleder,Dennis Quaid,9589875.0
Doug Liman,Naomi Watts,9528092.0
James Wan,Aisha Tyler,9525276.0
Walter Hill,Sylvester Stallone,9483821.0
François Girard,Johannes Silberschneider,9473382.0
Edward Burns,John Mahoney,9449219.0
Atom Egoyan,Bruce Greenwood,9438919.0
John Carney,Glen Hansard,9437933.0
Sam Mendes,Catherine O'Hara,9430988.0
Mike Leigh,Jim Broadbent,9407001.0
Josh Schwartz,Thomas McDonell,9402410.0
Craig Brewer,Justin Timberlake,9396487.0
James Wong,Ian Whyte,9353573.0
Craig R. Baxley,Brian Bosworth,9286314.0
Ethan Coen,Michael Stuhlbarg,9190525.0
Kenneth Lonergan,Matthew Broderick,9180275.0
Aaron Schneider,Bill Murray,9176553.0
Michael Winterbottom,Angelina Jolie Pitt,9172810.0
Lasse Hallström,Johnny Depp,9170214.0
Tom Ford,Colin Firth,9166863.0
Tina Gordon Chism,Tyler James Williams,9123834.0
Bob Clark,Scott Baio,9109322.0
Steve Miner,Julian Sands,9094451.0
Ron Shelton,Khandi Alexander,9059588.0
Victor Nunez,Peter Fonda,9054736.0
Mark Herman,Richard Johnson,9030581.0
Duncan Tucker,Kevin Zegers,9013113.0
George Miller,Vernon Wells,9003011.0
Russ Meyer,Charles Napier,9000000.0
Benson Lee,Chris Brown,8888355.0
Jay Roach,Scott Grimes,8888143.0
Kirk Jones,Robert De Niro,8855646.0
Kenneth Branagh,Julie Christie,8829070.0
Elizabeth Banks,Hugh Jackman,8828771.0
Brian Dannelly,Macaulay Culkin,8786715.0
Andrzej Bartkowiak,Chris Klein,8742261.0
David Raynr,James Franco,8735529.0
E. Elias Merhige,Harry Lennix,8712564.0
Donald Petrie,Nia Vardalos,8662318.0
Roger Donaldson,Liam Neeson,8600000.0
Ed Harris,John Heard,8596914.0
Mort Nathan,Vivica A. Fox,8586376.0
Lasse Hallström,Morgan Freeman,8535575.0
Jeff Kanew,Craig T. Nelson,8508843.0
Steve Rash,Mako,8500000.0
Jorma Taccone,Jasper Cole,8460995.0
John Carpenter,Jason Statham,8434601.0
Ron Shelton,Willie Garson,8427204.0
Mike Newell,Angelina Jolie Pitt,8406264.0
Sean Anders,Katrina Bowden,8396942.0
Oliver Parker,Colin Firth,8378141.0
Martin Scorsese,Irvin Kershner,8373585.0
Danny DeVito,Robin Williams,8355815.0
Les Mayfield,Miguel Ferrer,8326035.0
Justin Chadwick,Terry Pheto,8324748.0
E. Elias Merhige,Eddie Izzard,8279017.0
Wayne Kramer,Estella Warren,8243880.0
Darnell Martin,Cedric the Entertainer,8134217.0
Oliver Parker,Daniel Kaluuya,8129455.0
Michael Ritchie,Mara Wilson,8119205.0
Richard Linklater,Seamus Davey-Fitzpatrick,8114507.0
Stephen Frears,Sophie Okonedo,8111360.0
Alejandro Monteverde,Armando Riesco,8108247.0
Les Mayfield,Callum Rennie,8104069.0
Paul Thomas Anderson,Martin Dew,8093318.0
Wil Shriner,Logan Lerman,8080116.0
Joe Nussbaum,Steve Carell,8070311.0
Michael Lembeck,Debbie Reynolds,8054280.0
John Curran,Toby Jones,8047690.0
Tobe Hooper,Bill Johnson,8025872.0
George Sidney,Keenan Wynn,8000000.0
George Stevens,Martin Landau,8000000.0
William A. Fraker,Jason Robards,8000000.0
Richard Linklater,Milla Jovovich,7993039.0
Lexi Alexander,Julie Benz,7948159.0
Nicholas Jarecki,Nate Parker,7918283.0
Spike Lee,Joseph Gordon-Levitt,7916887.0
Christopher Leitch,John Astin,7888703.0
John Waters,Kathleen Turner,7881335.0
Gil Kenan,Bill Murray,7871693.0
Ang Lee,Joan Allen,7837632.0
Steve James,William Gates,7830611.0
Patrick Stettner,Robin Williams,7825820.0
James Gunn,Dustin Milligan,7774730.0
Jason Bateman,Beth Grant,7764027.0
Martin McDonagh,Elizabeth Berrington,7757130.0
István Szabó,Miriam Margolyes,7739049.0
Gilles Paquet-Brenner,Kristin Scott Thomas,7691700.0
Terry Gilliam,Andrew Garfield,7689458.0
Noah Baumbach,Naomi Watts,7574066.0
Iain Softley,Angelina Jolie Pitt,7564000.0
Jeff Lowell,Stephen Root,7563670.0
Fernando Meirelles,Alice Braga,7563397.0
Gus Van Sant,Matt Damon,7556708.0
Menno Meyjes,Oliver Platt,7486906.0
Ridley Scott,Archie Panjabi,7458269.0
Jay Duplass,Matt Walsh,7455447.0
Ang Lee,Imelda Staunton,7443007.0
Simon Wincer,Vanessa Williams,7434726.0
Dave Borthwick,Jimmy Fallon,7382993.0
Kevin Tenney,Kathleen Wilhoite,7369373.0
Noah Baumbach,William Baldwin,7362100.0
Karan Johar,Shah Rukh Khan,7294138.0
Michael Corrente,Jonathan Brandis,7292175.0
Don Coscarelli,Angus Scrimm,7282851.0
Tom Tykwer,Moritz Bleibtreu,7267324.0
Barry Sonnenfeld,Zooey Deschanel,7262288.0
Steven Zaillian,Kate Winslet,7221458.0
David Lynch,Naomi Watts,7219578.0
David Frankel,Joel McHale,7204138.0
Eli Roth,Daryl Sabara,7186670.0
J.A. Bayona,Geraldine Chaplin,7159147.0
Lasse Hallström,Hope Davis,7156933.0
Paul Weitz,Judy Greer,7156725.0
Spike Lee,S. Epatha Merkerson,7137502.0
Asghar Farhadi,Shahab Hosseini,7098492.0
Michael Mann,Chris Hemsworth,7097125.0
Philip Kaufman,Kate Winslet,7060876.0
Nnegest Likké,Mo'Nique,7059537.0
Charles Herman-Wurmfeld,Scott Cohen,7022940.0
Kasi Lemmons,Jennifer Hudson,7017178.0
Preston A. Whitmore II,Wesley Jonathan,7009668.0
Sylvain Chomet,Michel Robin,7002255.0
David Zucker,Chriss Anglin,7001720.0
Jerry Jameson,M. Emmet Walsh,7000000.0
David Gordon Green,Dominic Flores,6998324.0
Scott Alexander,Sarah Silverman,6982680.0
Michael Dowse,Topher Grace,6923891.0
Denis Villeneuve,Lubna Azabal,6857096.0
Wayne Kramer,Paul Walker,6855137.0
Glen Morgan,Laura Harring,6852144.0
James Ponsoldt,Shailene Woodley,6851969.0
Risa Bramon Garcia,Janeane Garofalo,6851636.0
Marcus Dunstan,Daniel Sharman,6842058.0
Brad Silberling,Jake Gyllenhaal,6830957.0
Jonathan Frakes,Sophia Myles,6768055.0
J.S. Cardone,Brendan Fehr,6755271.0
Ryan Murphy,Jill Clayburgh,6754898.0
Stuart Gordon,Christopher Lambert,6739141.0
Adrian Lyne,David Margulies,6734844.0
Chris Eyre,Michael Greyeyes,6719300.0
Peter Chelsom,Del Zamora,6712451.0
Tony Kaye,Ethan Suplee,6712241.0
Raymond De Felitta,Ezra Miller,6670712.0
Lorene Scafaria,Steve Carell,6619173.0
Michael Hoffman,David Masterson,6615578.0
Gurinder Chadha,Indira Varma,6601079.0
Kar-Wai Wong,Tony Chiu Wai Leung,6594136.0
Brian De Palma,Peter Coyote,6592103.0
Yimou Zhang,Li Gong,6565495.0
Fred Wolf,Kevin Alejandro,6563357.0
Hugh Hudson,Liam Aiken,6543194.0
Debra Granik,Jennifer Lawrence,6531491.0
Roger Avary,Ian Somerhalder,6525762.0
Joshua Marston,Catalina Sandino Moreno,6517198.0
Timothy Björklund,Nathan Lane,6491350.0
Jeb Stuart,Gregory Scott Cummins,6482195.0
George Armitage,Morgan Freeman,6471394.0
Cyrus Nowrasteh,Clive Russell,6462576.0
Ronny Yu,Marley Shelton,6448817.0
Peter Cattaneo,Emma Stone,6409206.0
Gus Van Sant,Keanu Reeves,6401336.0
Bill Condon,Brendan Fraser,6390032.0
Vicky Jenson,J.K. Simmons,6373693.0
Anna Boden,Zoë Kravitz,6350058.0
John Maybury,Jennifer Jason Leigh,6301131.0
Mike Nichols,Judy Greer,6291602.0
Andrew Fleming,Ryan Reynolds,6241697.0
Émile Gaudreault,Paul Sorvino,6239558.0
Terry Zwigoff,Scarlett Johansson,6200756.0
David Lynch,Sissy Spacek,6197866.0
Caroline Link,Merab Ninidze,6173485.0
Jean-Pierre Jeunet,Denis Lavant,6167817.0
Phillip Noyce,Roy Billing,6165429.0
Jay Levey,Fran Drescher,6157157.0
Kevin Spacey,Kevin Spacey,6144806.0
Gary Fleder,Gary Dourdan,6114237.0
Anne Fontaine,Alessandro Nivola,6109075.0
Evan Goldberg,James Franco,6105175.0
Thomas Bezucha,Craig T. Nelson,6061759.0
Christopher McQuarrie,Kristin Lehman,6047856.0
Scott Kalvert,Norman Reedus,6044618.0
Michael Apted,Gerard Butler,6002756.0
Matthew Robbins,Ian McDiarmid,6000000.0
David Lean,Claude Rains,6000000.0
Ben Lewin,W. Earl Brown,5997134.0
Brian Trenchard-Smith,Michael Biehn,5974653.0
Craig Gillespie,Ryan Gosling,5949693.0
Doug Lefler,Colin Firth,5932060.0
Sam Raimi,Ted Raimi,5923044.0
Russell Mulcahy,Christopher Lambert,5900000.0
Richard Attenborough,Denzel Washington,5899797.0
Matt Piedmont,Will Ferrell,5895238.0
Charles S. Dutton,Omar Epps,5881504.0
Craig Bolotin,Rosario Dawson,5871603.0
Michael Caton-Jones,Charlotte Rampling,5851188.0
Patricia Cardoso,America Ferrera,5844929.0
Richard Linklater,Vernon Dobtcheff,5792822.0
Mike Mills,Goran Visnjic,5776314.0
J.C. Chandor,David Oyelowo,5749134.0
Tom McCarthy,Peter Dinklage,5739376.0
Carlos Carrera,Damián Alcázar,5709616.0
David Cronenberg,Michael Fassbender,5702083.0
Sergey Bodrov,Tadanobu Asano,5701643.0
Guy Ritchie,Tom Hardy,5694401.0
Don Michael Paul,Jeffrey Jones,5694308.0
Dean Wright,Santiago Cabrera,5669081.0
Sngmoo Lee,Tony Cox,5664251.0
Martin Brest,Todd Giebenhain,5660084.0
Marcos Siega,Cheech Marin,5654777.0
Stephen Frears,Julia Roberts,5600000.0
Walter Salles,Fernanda Montenegro,5595428.0
Martin Scorsese,Tenzin Thuthob Tsarong,5532301.0
Matt Maiellaro,Tina Fey,5518918.0
J.B. Rogers,Eddie Cibrian,5516708.0
Oliver Hirschbiegel,Thomas Kretschmann,5501940.0
Werner Herzog,Christian Bale,5484375.0
Richard Linklater,Robert Downey Jr.,5480996.0
Tamara Jenkins,Natasha Lyonne,5480318.0
Todd Field,Kate Winslet,5459824.0
Tony Maylam,Michael J. Pollard,5430822.0
Henry Selick,Brendan Fraser,5409517.0
Richard Linklater,Hanno Pöschl,5400000.0
Alejandro G. Iñárritu,Adriana Barraza,5383834.0
John Michael McDonagh,Don Cheadle,5359774.0
J.C. Chandor,Kevin Spacey,5354039.0
Hal Needham,Barry Bostwick,5333658.0
Jon Favreau,Jon Favreau,5308707.0
Woody Allen,Larry David,5306447.0
Sergio Leone,Robert De Niro,5300000.0
Robert Townsend,Robert Townsend,5228617.0
Mary Lambert,Matthew Settle,5217498.0
Todd Graff,Scott Porter,5205343.0
Ronny Yu,Meat Loaf,5204007.0
Uwe Boll,Catherine Lough Haggquist,5132655.0
Roger Donaldson,Anthony Hopkins,5128124.0
Davis Guggenheim,Norman Reedus,5108820.0
Tony Richardson,Joely Richardson,5100000.0
Woody Allen,Melanie Griffith,5032496.0
Tommy Lee Jones,Levon Helm,5023275.0
Fina Torres,Harold Perrineau,5018450.0
Duncan Jones,Kevin Spacey,5009677.0
Jonathan Glazer,Cameron Bright,5005883.0
Luca Guadagnino,Flavio Parenti,5004648.0
Blair Hayes,Jake Gyllenhaal,5002310.0
Blake Edwards,Rock Hudson,5000000.0
Eugène Lourié,Kenneth Tobey,5000000.0
Jay Chandrasekhar,Brittany Daniel,4992159.0
Peter Kassovitz,Robin Williams,4956401.0
Morgan Neville,Sheryl Crow,4946250.0
Todd Lincoln,Julianna Guill,4930798.0
Robert Iscove,Anika Noni Rose,4922166.0
Jez Butterworth,Mark Gatiss,4919896.0
Spike Lee,Michael Imperioli,4903000.0
Tobe Hooper,Louise Fletcher,4884663.0
Andrew Fleming,Steve Coogan,4881867.0
Olivier Assayas,Steve Buscemi,4857376.0
Christian Duguay,Rufus Sewell,4835968.0
Dewey Nicks,Jaime King,4814244.0
Jean-Marie Poiré,Bridgette Wilson-Sampras,4777007.0
Todd Solondz,Heather Matarazzo,4771000.0
Tony Goldwyn,Viggo Mortensen,4741987.0
Bruce Paltrow,Lochlyn Munro,4734235.0
Mitch Davis,Anne Hathaway,4720371.0
Jane Campion,Jennifer Jason Leigh,4717455.0
Hayao Miyazaki,Christian Bale,4710455.0
Michael Polish,Hayden Christensen,4700361.0
Deb Hagan,Drake Bell,4693919.0
Steve Rash,Barry Corbin,4692814.0
Burr Steers,Kieran Culkin,4681503.0
Richard Donner,Adam Baldwin,4651977.0
Danny Boyle,Rosario Dawson,4638374.0
Tim Hunter,Keanu Reeves,4600000.0
Catherine Hardwicke,Holly Hunter,4599680.0
Mike Newell,Marcela Mar,4584886.0
Joon-ho Bong,Chris Evans,4563029.0
Lawrence Kasdan,Zooey Deschanel,4554569.0
Zach Cregger,Hugh M. Hefner,4542775.0
Uwe Boll,Jason Statham,4535117.0
Doug Liman,Jon Favreau,4505922.0
Taylor Hackford,Delroy Lindo,4496583.0
Joel Schumacher,Robert De Niro,4485485.0
Roland Emmerich,Vanessa Redgrave,4463292.0
Vincent Paronnaud,Catherine Deneuve,4443403.0
Jane Campion,Abbie Cornish,4440055.0
Jonathan Teplitzky,Jeremy Irvine,4435083.0
Martin Campbell,Angelina Jolie Pitt,4426297.0
Ron Underwood,Rosario Dawson,4411102.0
Paul Verhoeven,Michiel Huisman,4398392.0
Mark Tarlov,Sarah Michelle Gellar,4394936.0
Brian Koppelman,Jenna Fischer,4360548.0
Norman Jewison,Haley Joel Osment,4357000.0
Eric Bross,Jerry Stiller,4356743.0
Hart Bochner,Jon Favreau,4350774.0
Allison Anders,Salma Hayek,4301331.0
Phillip Noyce,Derek Luke,4291965.0
Danny Cannon,Sean Pertwee,4280577.0
Vondie Curtis-Hall,Mariah Carey,4273372.0
Barry Levinson,Nicholas Rowe,4250320.0
Jay Duplass,Judy Greer,4244155.0
Paul Gross,Molly Parker,4239767.0
Marc Abraham,Dylan Authors,4234040.0
Ritesh Batra,Nawazuddin Siddiqui,4231500.0
Adam Rifkin,Natasha Lyonne,4193025.0
Russell Crowe,Cem Yilmaz,4190530.0
Nicole Holofcener,Aunjanue Ellis,4186931.0
Damien O'Donnell,Archie Panjabi,4170647.0
Lars von Trier,Catherine Deneuve,4157491.0
Peter M. Cohen,Callie Thorne,4142507.0
Charles Robert Carner,Ivana Milicevic,4131640.0
Mira Nair,Indira Varma,4109095.0
Gareth Evans,Iko Uwais,4105123.0
Mike Leigh,Lesley Manville,4071435.0
Philip Saville,Henry Ian Cusick,4068087.0
Rachel Talalay,Naomi Watts,4064333.0
Wolfgang Becker,Florian Lukas,4063859.0
Steven Shainberg,Jeremy Davies,4046737.0
Randall Miller,Alan Rickman,4040588.0
Colin Trevorrow,Mary Lynn Rajskub,4007792.0
Jeffrey W. Byrd,Donald Faison,4006906.0
Rodman Flender,Vivica A. Fox,4002955.0
Todd Haynes,Christian Bale,4001121.0
Steve McQueen,Michael Fassbender,4000304.0
Sam Firstenberg,Michael Dudikoff,4000000.0
Jon Poll,Robert Downey Jr.,3950294.0
Xavier Beauvois,Lambert Wilson,3950029.0
Anthony Hickox,Julian Sands,3902679.0
Cédric Klapisch,Romain Duris,3895664.0
Miranda July,Najarra Townsend,3885134.0
Justin Lin,Parry Shen,3799339.0
Lana Wachowski,Christopher Meloni,3798532.0
Brian Baugh,Randy Wayne,3773863.0
Mike Leigh,Eddie Marsan,3753806.0
Michael Radford,Al Pacino,3752725.0
Mabrouk El Mechri,Henry Cavill,3749061.0
Rick de Oliveira,Laura Ramsey,3713002.0
Jeff Nichols,Kirsten Dunst,3707794.0
Danny Boyle,Chris Evans,3675072.0
Alexandre Aja,Cécile De France,3645438.0
Christophe Barratier,Jean-Baptiste Maunier,3629758.0
Darren Aronofsky,Ellen Burstyn,3609278.0
Max Joseph,Vanessa Lengies,3590010.0
Zach Braff,Jim Parsons,3588432.0
Floria Sigismondi,Kristen Stewart,3571735.0
Mark Dindal,George Kennedy,3562749.0
Tom Schulman,Kristy Swanson,3559990.0
Rian Johnson,Zachary Gordon,3519627.0
Neil Jordan,Emir Kusturica,3517797.0
Mike Marvin,Clint Howard,3500000.0
Maggie Carey,Donald Glover,3447339.0
Duke Johnson,Jennifer Jason Leigh,3442820.0
Denys Arcand,Marie-Josée Croze,3432342.0
Drake Doremus,Jennifer Lawrence,3388210.0
Brad Anderson,Philip Seymour Hoffman,3386698.0
David Ayer,J.K. Simmons,3335839.0
John Putch,Robert Picardo,3333823.0
Jake Schreier,Frank Langella,3325638.0
Louis C.K.,Wanda Sykes,3293258.0
Jill Sprecher,Matthew McConaughey,3287435.0
Peter Medak,Gary Oldman,3275585.0
Sheldon Lettich,Antoni Corone,3273588.0
Bill Condon,Benedict Cumberbatch,3254172.0
Woody Allen,Anthony Hopkins,3247816.0
Jeremy Saulnier,Alia Shawkat,3219029.0
Steven Soderbergh,Peter Fonda,3193102.0
Rod Lurie,Harry Lennix,3169424.0
Kevin Smith,Jason Mewes,3151130.0
James Gray,Isabella Rossellini,3148482.0
James Ivory,Rupert Graves,3130592.0
Susan Seidelman,Dyan Cannon,3123749.0
Stephen Carpenter,Melissa Sagemiller,3100650.0
Jon Stewart,Numan Acar,3093491.0
Charlie Kaufman,Philip Seymour Hoffman,3081925.0
François Ozon,Catherine Deneuve,3076425.0
Atom Egoyan,Liam Neeson,3074838.0
Fernando Meirelles,Don McKellar,3073392.0
Darren Stein,Julie Benz,3071947.0
John Sayles,Miguel Ferrer,3064356.0
Harley Cokeliss,Cliff Robertson,3060858.0
Patrice Leconte,Emir Kusturica,3058380.0
Maggie Greenwald,Aidan Quinn,3050934.0
Peter Jackson,Kate Winslet,3049135.0
Yash Chopra,Shah Rukh Khan,3047539.0
Terence Davies,Eric Stoltz,3041803.0
Daisy von Scherler Mayer,Michael McKean,3034181.0
Lars von Trier,Alexander Skarsgård,3029870.0
John Cameron Mitchell,John Cameron Mitchell,3029081.0
Rodrigo García,Mia Wasikowska,3014541.0
Mark Sandrich,Ginger Rogers,3000000.0
Chris Noonan,Emily Watson,2975649.0
Rowan Joffe,Colin Firth,2963012.0
Julian Schnabel,Gary Oldman,2961991.0
James Marsh,Paul McGill,2957978.0
Vincente Minnelli,Gladys Cooper,2956000.0
Davis Guggenheim,Emma Bell,2955039.0
Andrew Bergman,Stockard Channing,2954405.0
Whit Stillman,Chris Eigeman,2938208.0
Clark Gregg,Anjelica Huston,2926565.0
Gavin Hood,Terry Pheto,2912363.0
Tim Robbins,Bill Murray,2899970.0
Christopher Guest,Catherine O'Hara,2892582.0
Gary Winick,Bebe Neuwirth,2882062.0
Joel Coen,Jennifer Jason Leigh,2869369.0
David Boyd,Vivica A. Fox,2859955.0
Neil LaBute,Stacy Edwards,2856622.0
Rob Bowman,Alanna Ubach,2850263.0
Susanne Bier,Alison Lohman,2849142.0
David Nixon,Robyn Lively,2848578.0
David Cronenberg,Jennifer Jason Leigh,2840417.0
Paolo Sorrentino,Toni Servillo,2835886.0
Mira Nair,Anjelica Huston,2832826.0
Quentin Tarantino,Quentin Tarantino,2812029.0
Harry Beaumont,Anita Page,2808000.0
William A. Graham,Milla Jovovich,2807854.0
Jeff Franklin,Ivana Milicevic,2800000.0
Robert B. Weide,James Corden,2775593.0
Matty Rich,Lawrence Gilliard Jr.,2712293.0
Dan Rush,Will Ferrell,2711210.0
Stephen Frears,Tom Burke,2708188.0
Nicholas Hytner,Dominic Cooper,2706659.0
Ryan Fleck,Ryan Gosling,2694973.0
Ron Fricke,Collin Alfredo St. Dic,2601847.0
Richard Loncraine,Robert Downey Jr.,2600000.0
Jerry Jameson,David Oyelowo,2557668.0
Courtney Hunt,Charlie McDermott,2508841.0
Andy Garcia,Danny Pino,2483955.0
James Ivory,Seth Gilliam,2474000.0
Michael Cuesta,Jeremy Renner,2445646.0
Tommy Lee Jones,Barry Corbin,2428883.0
John Dahl,Philip Baker Hall,2426851.0
Mark Romanek,Andrew Garfield,2412045.0
Chan-wook Park,Min-sik Choi,2392957.0
Vincent Gallo,Anjelica Huston,2365931.0
Peter Hedges,Oliver Platt,2360184.0
Jean-Paul Rappeneau,Isabelle Adjani,2353728.0
David Mamet,Alice Braga,2344847.0
Matthew Vaughn,Tom Hardy,2338695.0
Tom Brady,Don Johnson,2331318.0
Fred Schepisi,Bob Hoskins,2326407.0
Jim Goddard,Victor Wong,2315683.0
Lloyd Bacon,Ginger Rogers,2300000.0
Hayao Miyazaki,Minnie Driver,2298191.0
Ari Folman,Ari Folman,2283276.0
Mark L. Lester,Cary-Hiroyuki Tagawa,2275557.0
Zal Batmanglij,Alexander Skarsgård,2268296.0
Angelo Pizzo,Donny Boaz,2246000.0
George Gallo,Eddie Griffin,2223990.0
Michael Haneke,Ulrich Tukur,2222647.0
Bille August,Jim Broadbent,2221994.0
John Cameron Mitchell,Dianne Wiest,2221809.0
Tom Tykwer,Michael Smiley,2208939.0
Billy Ray,Hayden Christensen,2207975.0
Brad Anderson,Thomas Kretschmann,2203641.0
Joon-ho Bong,Doona Bae,2201412.0
Jamie Babbit,Natasha Lyonne,2199853.0
Spike Lee,Gillian White,2185266.0
Adam McKay,Harrison Ford,2175312.0
George P. Cosmatos,Sam Waterston,2154540.0
Kevin Brodie,Bruce McGill,2148212.0
Wilson Yip,Mike Tyson,2126511.0
Emile Ardolino,Darci Kistler,2119994.0
Paul Mazursky,Chazz Palminteri,2104000.0
Alejandro Amenábar,Belén Rueda,2086345.0
Jonathan Levine,Mary-Kate Olsen,2077046.0
Peter Sollett,Victor Rasuk,2073984.0
Paul Schrader,Ed Begley Jr.,2062066.0
Antonia Bird,Jeremy Davies,2060953.0
Barry W. Blaustein,Terry Funk,2047570.0
Robert Rodriguez,Carlos Gallardo,2040920.0
Glenn Ficarra,Dameon Clarke,2035566.0
David Atkins,Chelcie Ross,2025238.0
Sterling Van Wagenen,Emily Podleski,2024854.0
Noel Marshall,Tippi Hedren,2000000.0
Nancy Walker,Steve Guttenberg,2000000.0
John Sayles,Mary Elizabeth Mastrantonio,1997807.0
William Friedkin,Matthew McConaughey,1987762.0
Roman Polanski,Ian McNeice,1987287.0
James Gray,Jeremy Renner,1984743.0
John Cameron Mitchell,Sook-Yin Lee,1984378.0
Jake Kasdan,Kim Dickens,1980338.0
Maria Maggenti,Nicole Ari Parker,1977544.0
Antonio Banderas,Meat Loaf,1954202.0
Michael Chapman,Curtis Armstrong,1953732.0
James Toback,Robert Downey Jr.,1950218.0
Mark Illsley,Ally Walker,1943649.0
Ariel Vromen,Chris Evans,1939441.0
John Hillcoat,Ray Winstone,1900725.0
Peter Hyams,David Oyelowo,1891821.0
Tim Chambers,Ellen Burstyn,1889522.0
Brian Helgeland,Tom Hardy,1865774.0
Kevin Smith,Johnny Depp,1821983.0
Daniel Barber,Joseph Gilgun,1818681.0
John Curran,Robert De Niro,1796024.0
David Dobkin,Janeane Garofalo,1789892.0
Peter Care,Kieran Culkin,1779284.0
Sofia Coppola,Nathalie Fay,1768416.0
Chris Weitz,Demián Bichir,1754319.0
Rob Reiner,Madeline Carroll,1752214.0
Greg Berlanti,Justin Theroux,1744858.0
Lynne Ramsay,Ezra Miller,1738692.0
Jeff Nichols,Katy Mixon,1729969.0
Mark Neveldine,Djimon Hounsou,1712111.0
Frank LaLoggia,Alex Rocco,1705139.0
Chan-wook Park,Mia Wasikowska,1702277.0
Werner Herzog,Nicolas Cage,1697956.0
Richard Glatzer,Emily Rios,1689999.0
Carlos Saura,Mía Maestro,1687311.0
Kenneth Johnson,Charles Napier,1686429.0
Chris Paine,Ed Begley Jr.,1677838.0
James Ivory,Vanessa Redgrave,1666262.0
George Hickenlooper,Hayden Christensen,1654367.0
Cédric Klapisch,Simon Abkarian,1652472.0
Thomas Vinterberg,Ulrich Thomsen,1647780.0
Richard Benjamin,Damon Wayans,1646664.0
David Cronenberg,Miranda Richardson,1641788.0
Eric Blakeney,Liam Neeson,1631839.0
Joel Schumacher,Brenda Fricker,1569918.0
Uwe Boll,Meat Loaf,1550000.0
Bart Freundlich,Billy Crudup,1530535.0
Henry Alex Rubin,Mark Zupan,1523883.0
Gavin O'Connor,Natalie Portman,1512815.0
Gillian Armstrong,Tom Wilkinson,1508689.0
Ira Sachs,David Richmond-Peck,1506998.0
Michael Cimino,Jeff Bridges,1500000.0
Timur Bekmambetov,Konstantin Khabenskiy,1487477.0
Marielle Heller,Alexander Skarsgård,1477002.0
Derrick Borte,Demi Moore,1474508.0
Michael Polish,Peter Coyote,1420578.0
Jeff Burr,Terry Kiser,1400000.0
Lee Tamahori,Mem Ferda,1357042.0
Mark Osborne,Jeff Bridges,1339152.0
Nicolas Winding Refn,Keanu Reeves,1330827.0
Mike Mills,Kelli Garner,1325073.0
Mike Cahill,Robin Lord Taylor,1316074.0
Douglas McGrath,Charlie Hunnam,1309849.0
Steven Soderbergh,Tony Curran,1304837.0
Michael Haneke,Naomi Watts,1294640.0
Robert Altman,Steve Buscemi,1292527.0
Richard Eyre,Kate Winslet,1292119.0
Alison Maclean,Billy Crudup,1282084.0
Gavin O'Connor,Kimberly J. Brown,1281176.0
Nicole Holofcener,Kevin Corrigan,1277257.0
John Waters,Alicia Witt,1276984.0
Jean-Pierre Jeunet,Omar Sy,1260917.0
Michael Winterbottom,Steve Coogan,1247453.0
Jamie Travis,James Wolk,1243961.0
Terry Gilliam,Eric Idle,1229197.0
Richard Linklater,Tommy Pallotta,1227508.0
Abel Ferrara,Isabella Rossellini,1227324.0
Fabián Bielinsky,Ricardo Darín,1221261.0
Daniel Espinosa,Tom Hardy,1206135.0
Jon Hess,Burt Young,1200000.0
Pierre Morel,David Belle,1197786.0
Morten Tyldum,Aksel Hennie,1196752.0
Kurt Wimmer,Christian Bale,1190018.0
Richard Linklater,Zoe Kazan,1186957.0
